id,coordinates,highway,length,lanes,tunnel,bridge,maxspeed,width,alley,roundabout
17183,"[[116.2653963, 39.9229176], [116.2675468, 39.9229217], [116.2684096, 39.9229233]]",12,256.965,3,0,1,0,0,0,0
17192,"[[116.2652508, 39.9230627], [116.2641336, 39.9230662], [116.2632937, 39.9230618]]",12,166.896,3,0,1,0,0,0,0
17194,"[[116.268386, 39.9230692], [116.2675534, 39.9230675], [116.2652508, 39.9230627]]",12,267.359,3,0,1,0,0,0,0
17196,"[[116.2714538, 39.9231245], [116.2706289, 39.9231096], [116.2685885, 39.9230728], [116.268386, 39.9230692]]",12,261.683,3,0,1,0,0,0,0
17202,"[[116.2703694, 39.9237274], [116.270066, 39.9240647], [116.2698903, 39.924515], [116.2697371, 39.9254456], [116.2696192, 39.9261396], [116.2695604, 39.926767]]",8,349.895,2,0,0,0,0,0,0
17204,"[[116.2693912, 39.9248112], [116.2694008, 39.9254969], [116.2693721, 39.9264459]]",12,181.804,4,0,0,0,0,0,0
17205,"[[116.269145, 39.92522], [116.2690484, 39.9209092]]",12,479.411,4,0,0,0,0,0,0
17208,"[[116.2691245, 39.9261146], [116.2691496, 39.9255564], [116.269145, 39.92522]]",12,99.514,4,0,0,0,0,0,0
17209,"[[116.2693721, 39.9264459], [116.2693511, 39.9266621], [116.2693104, 39.9276514], [116.269154, 39.9295989]]",12,351.13,4,0,1,0,0,0,0
17213,"[[116.2694304, 39.9185895], [116.2694333, 39.9187265], [116.2694549, 39.9191331], [116.2694824, 39.9195489]]",8,106.779,2,0,1,0,0,0,0
17403,"[[116.4429815, 39.9535448], [116.4419518, 39.952672], [116.438666, 39.9501525]]",12,527.003,2,0,0,0,0,0,0
17406,"[[116.4466631, 39.9549063], [116.4478707, 39.955964]]",2,156.292,3,0,0,0,0,0,0
17409,"[[116.4445679, 39.9549507], [116.4439914, 39.9544424], [116.4439274, 39.9543855], [116.4438861, 39.9543488], [116.4433594, 39.9538807], [116.4430915, 39.9536425], [116.4429815, 39.9535448]]",12,206.696,2,0,0,0,0,0,0
17419,"[[116.4768167, 39.9609918], [116.4772329, 39.9606729], [116.4783277, 39.9598291], [116.4792785, 39.9590195], [116.4801305, 39.9581974], [116.4802879, 39.9580328], [116.48113, 39.9569791], [116.4814478, 39.956531], [116.4818988, 39.9558968], [116.4822265, 39.9553014], [116.4825259, 39.954688], [116.483027, 39.9534262]]",12,1008.826,4,0,1,0,0,0,0
17420,"[[116.4768056, 39.9612205], [116.4752049, 39.9623004]]",12,181.744,4,0,0,0,0,0,0
17421,"[[116.4723383, 39.9639915], [116.4750624, 39.9621913], [116.4768167, 39.9609918]]",12,506.907,4,0,0,0,0,0,0
17423,"[[116.472582, 39.9640265], [116.4690363, 39.9663912], [116.4680994, 39.966983], [116.4672559, 39.9675427]]",12,599.112,4,0,1,0,0,0,0
17427,"[[116.4673372, 39.9672614], [116.4679631, 39.9668485], [116.4688949, 39.9662384], [116.4723383, 39.9639915]]",12,560.23,4,0,1,0,0,0,0
17428,"[[116.4592009, 39.96737], [116.4587699, 39.9669997], [116.4566488, 39.965048]]",12,337.62,2,0,0,0,0,0,0
17430,"[[116.4672559, 39.9675427], [116.4663919, 39.968108], [116.4640636, 39.9696444]]",12,358.642,4,0,1,0,0,0,0
17433,"[[116.4607185, 39.9685336], [116.4656078, 39.9728937]]",12,639.257,2,0,0,0,0,0,0
17435,"[[116.4628542, 39.9694099], [116.4639909, 39.9704082]]",2,147.328,3,0,0,0,0,0,0
17437,"[[116.4638395, 39.9695531], [116.4661243, 39.9680277], [116.4673372, 39.9672614]]",12,392.186,4,0,1,0,0,0,0
17438,"[[116.4640636, 39.9696444], [116.4637625, 39.9698497]]",12,34.344,4,0,1,0,0,0,0
17439,"[[116.4635507, 39.9697244], [116.4638395, 39.9695531]]",12,31.121,4,0,1,0,0,0,0
17442,"[[116.4637625, 39.9698497], [116.4621224, 39.9709314]]",12,184.395,4,0,1,0,0,0,0
17445,"[[116.4639909, 39.9704082], [116.4681939, 39.9742472]]",2,557.227,3,0,0,0,0,0,0
17447,"[[116.4619131, 39.9708154], [116.4635507, 39.9697244]]",12,184.91,4,0,1,0,0,0,0
17449,"[[116.4621224, 39.9709314], [116.4608786, 39.9717355], [116.4580063, 39.9735835]]",12,458.252,4,0,1,0,0,0,0
17457,"[[116.4580063, 39.9735835], [116.457048, 39.9741843], [116.4560813, 39.9748671]]",12,217.532,4,0,0,0,0,0,0
17458,"[[116.4656078, 39.9728937], [116.4720439, 39.9788255]]",12,857.801,2,0,0,0,0,0,0
17459,"[[116.4668608, 39.9742829], [116.4654765, 39.9729842]]",12,186.464,2,0,0,0,0,0,0
17461,"[[116.4689344, 39.9761785], [116.4671608, 39.9745307]]",12,237.513,2,0,0,0,0,0,0
17464,"[[116.4719446, 39.9788921], [116.4711205, 39.9781589], [116.4708051, 39.9778732], [116.4705886, 39.9776771], [116.4699854, 39.9771307], [116.4689344, 39.9761785]]",12,396.028,2,0,0,0,0,0,0
17694,"[[116.3726168, 39.9669414], [116.3714449, 39.9669058]]",10,99.95,2,0,0,0,0,0,0
17757,"[[116.3744388, 39.9693309], [116.3741772, 39.9670293], [116.3741074, 39.966492], [116.3739438, 39.9652507], [116.373721, 39.9634661]]",2,655.011,3,0,1,0,0,0,0
17763,"[[116.374648, 39.9712855], [116.3744388, 39.9693309]]",2,218.072,3,0,0,0,0,0,0
17790,"[[116.3742542, 39.9795686], [116.3737394, 39.981444]]",2,213.098,3,0,0,0,0,0,0
17807,"[[116.3729047, 39.9836227], [116.3741198, 39.9794845], [116.3748606, 39.9767809], [116.3749102, 39.9765364], [116.3749729, 39.9762056], [116.3750126, 39.9759464], [116.3750504, 39.9755923], [116.375062, 39.9752205], [116.3750712, 39.9749873], [116.37506, 39.9747501], [116.3750297, 39.9742418], [116.3748318, 39.9727383], [116.374648, 39.9712855]]",2,1392.643,3,0,1,0,0,0,0
17808,"[[116.3726884, 39.9843084], [116.3729047, 39.9836227]]",2,78.442,3,0,0,0,0,0,0
17810,"[[116.3781193, 39.986299], [116.3811602, 39.9863733]]",12,259.209,4,0,0,80,0,0,0
17812,"[[116.3746047, 39.9863558], [116.3730117, 39.9863264], [116.3715466, 39.9862947], [116.3663593, 39.9861554]]",12,702.849,4,0,1,80,0,0,0
17814,"[[116.3792048, 39.9865832], [116.3778674, 39.9865294]]",12,114.1,4,0,0,80,0,0,0
17825,"[[116.3717854, 39.9880917], [116.371424, 39.9894143], [116.3710432, 39.9905395]]",2,279.509,3,0,0,0,0,0,0
17843,"[[116.3310187, 39.9974287], [116.3293175, 39.9960333], [116.3289477, 39.9957394], [116.3288181, 39.9956364], [116.328724, 39.9955555], [116.3283995, 39.9952749], [116.3283421, 39.9952253], [116.327909, 39.9948926]]",10,386.961,1,0,0,0,0,0,0
17875,"[[116.3470091, 39.9968736], [116.3471703, 39.9968745]]",6,13.732,2,0,0,15,0,0,0
17899,"[[116.3267699, 39.9928522], [116.3267479, 39.9933496]]",8,55.34,5,0,0,50,0,0,0
17900,"[[116.3267479, 39.9933496], [116.3267292, 39.9939689]]",8,68.882,5,0,0,50,0,0,0
17903,"[[116.3266049, 39.9938713], [116.3266881, 39.9916027], [116.3266898, 39.9915423], [116.326695, 39.991455]]",8,268.792,3,0,0,40,0,0,0
17904,"[[116.3268252, 39.9940493], [116.327909, 39.9948926]]",10,131.594,1,0,0,0,0,0,0
17911,"[[116.2697006, 39.9209462], [116.2699402, 39.9215454], [116.2701729, 39.9219178], [116.2703999, 39.9222082]]",8,153.258,2,0,0,0,0,0,0
17961,"[[116.2688746, 39.9295599], [116.2690671, 39.9276512], [116.2691139, 39.9266472], [116.2691245, 39.9261146]]",12,383.812,4,0,1,0,0,0,0
17964,"[[116.2686581, 39.9301242], [116.2687438, 39.9292019], [116.2688699, 39.9272656]]",8,318.39,3,0,0,0,0,0,0
17983,"[[116.2695179, 39.9198522], [116.2696265, 39.9206677]]",8,91.151,2,0,0,0,0,0,0
17991,"[[116.4305494, 39.9780628], [116.4301557, 39.9774925], [116.4290142, 39.9757232], [116.428693, 39.9752077], [116.4280799, 39.9742715], [116.4275998, 39.9735309]]",2,563.158,2,0,1,0,0,0,0
17995,"[[116.4264658, 39.971843], [116.4259424, 39.9710937]]",2,94.506,3,0,0,0,0,0,0
18064,"[[116.3307719, 39.9847899], [116.3354479, 39.9850103], [116.3357811, 39.9850245], [116.3386877, 39.9851479]]",12,675.596,4,0,0,0,0,0,0
18065,"[[116.330646, 39.9849499], [116.327534, 39.9848167], [116.3274799, 39.9848144], [116.326738, 39.9847826], [116.3266868, 39.9847804], [116.3237605, 39.9846737], [116.3232123, 39.9846537], [116.3230486, 39.9846478], [116.3213324, 39.9845852], [116.3209798, 39.9845723], [116.3208921, 39.9845691], [116.3207591, 39.9845643], [116.3205028, 39.9845563], [116.3142525, 39.9843617], [116.3137645, 39.9843465], [116.3133004, 39.9843321], [116.3126894, 39.9843194], [116.3120099, 39.9843052], [116.3106215, 39.9842762], [116.3097701, 39.9842474], [116.3050906, 39.9841077]]",12,2179.392,4,1,0,0,0,0,0
18071,"[[116.3106554, 39.9771357], [116.3107574, 39.9767863], [116.3108169, 39.9765795], [116.310843, 39.9764795], [116.3109931, 39.9759785]]",4,131.857,3,0,0,0,0,0,0
18072,"[[116.3110251, 39.9771672], [116.3110031, 39.9774014]]",4,26.109,3,0,0,0,0,0,0
18074,"[[116.3106226, 39.9777533], [116.3105853, 39.9775324]]",4,24.768,3,0,0,0,0,0,0
18086,"[[116.309083, 39.9632709], [116.3092107, 39.9633196], [116.3101119, 39.963663]]",8,97.93,3,0,0,0,0,0,0
18097,"[[116.3154851, 39.965508], [116.31604, 39.9655724], [116.3161588, 39.9655862], [116.3175545, 39.9656439], [116.3178407, 39.9656502], [116.3190312, 39.9656793]]",8,303.1,3,0,0,0,0,0,0
18098,"[[116.3153472, 39.9658878], [116.3151745, 39.9658581]]",8,15.084,3,0,0,0,0,0,0
18100,"[[116.3094111, 39.9732185], [116.3098207, 39.9732535]]",6,35.12,2,0,0,0,0,0,0
18272,"[[116.3186074, 39.9843302], [116.3205901, 39.9843996], [116.3207665, 39.9844058], [116.3209012, 39.9844101], [116.3213297, 39.9844239], [116.3230485, 39.984479], [116.3237604, 39.9845018], [116.3267286, 39.9846056], [116.3274996, 39.9846361], [116.3307719, 39.9847899]]",12,1037.7,4,1,0,0,0,0,0
18273,"[[116.3417903, 39.9853893], [116.3386751, 39.9853269]]",12,265.501,4,0,0,0,0,0,0
18293,"[[116.3457984, 39.9390203], [116.3456025, 39.9390079], [116.345401, 39.9389822]]",8,34.174,3,0,0,0,0,0,0
18301,"[[116.3498779, 39.9437011], [116.3498786, 39.943159], [116.3498508, 39.9428908], [116.3498019, 39.9426888], [116.3496516, 39.9423926], [116.3493014, 39.9420064], [116.349099, 39.9416916], [116.3489672, 39.9412199]]",8,293.351,3,0,0,0,0,0,0
18324,"[[116.3342723, 39.9915742], [116.3371935, 39.9916566], [116.337301, 39.9916598], [116.3391252, 39.9917162], [116.3393298, 39.9917228], [116.3419919, 39.9918082], [116.3421313, 39.9918127], [116.3467379, 39.9919373], [116.3469037, 39.9919405]]",4,1076.852,2,0,0,50,0,0,0
18339,"[[116.3418289, 39.9852094], [116.3439853, 39.9853012], [116.3467163, 39.9854083], [116.3479791, 39.985453], [116.3508531, 39.9855326], [116.3525542, 39.9855988]]",12,914.829,4,0,1,0,0,0,0
18343,"[[116.3829194, 39.9864312], [116.3871261, 39.9865435], [116.3874705, 39.9865531], [116.3878111, 39.9865632], [116.3882189, 39.9865752], [116.3910996, 39.9866604]]",12,697.397,4,1,0,0,0,0,0
18488,"[[116.3043695, 39.8858342], [116.3044019, 39.8887893], [116.3044, 39.889103], [116.3043989, 39.8892762], [116.3043975, 39.8894973], [116.3043809, 39.8922077]]",12,708.717,4,0,0,0,0,0,0
18491,"[[116.3041971, 39.8942798], [116.3041972, 39.8938498], [116.3041981, 39.8922053]]",12,230.674,4,1,0,0,0,0,0
18501,"[[116.3022049, 39.895669], [116.3027955, 39.8956663], [116.3057817, 39.8956804], [116.3061097, 39.8956854]]",12,333.131,4,0,1,0,0,0,0
18502,"[[116.3006322, 39.895671], [116.3022049, 39.895669]]",12,134.168,3,0,0,0,0,0,0
18505,"[[116.3074481, 39.8956747], [116.3126782, 39.8957091], [116.3175912, 39.8957175], [116.3217557, 39.8957015]]",12,1220.608,3,1,0,0,0,0,0
18506,"[[116.3061097, 39.8956854], [116.3074481, 39.8956747]]",12,114.186,4,0,0,0,0,0,0
18509,"[[116.3033899, 39.8958152], [116.302805, 39.8958161], [116.2998802, 39.8958104]]",12,299.414,3,0,1,0,0,0,0
18511,"[[116.2998802, 39.8958104], [116.2958721, 39.8958059], [116.2947746, 39.8958046]]",12,435.56,3,0,0,0,0,0,0
18512,"[[116.3071789, 39.8958244], [116.3057716, 39.89582], [116.3051982, 39.8958244]]",12,168.977,4,0,1,0,0,0,0
18561,"[[116.3738816, 39.963466], [116.3741496, 39.965485], [116.374258, 39.9664954], [116.3743314, 39.9670258], [116.3744539, 39.9679356]]",2,499.405,3,0,1,0,0,0,0
18562,"[[116.373721, 39.9634661], [116.3736401, 39.9627428]]",2,80.722,3,0,0,0,0,0,0
18668,"[[116.3498947, 39.931198], [116.3498822, 39.9316086], [116.3497961, 39.9327275], [116.3498092, 39.932953], [116.3497883, 39.9331081]]",8,212.739,3,0,0,0,0,0,0
18671,"[[116.3494588, 39.9312021], [116.3494585, 39.9311757], [116.3494635, 39.9310646]]",8,15.297,2,0,0,0,0,0,0
18696,"[[116.296685, 39.8653812], [116.3013939, 39.8656958]]",12,403.414,4,0,0,0,0,0,0
18701,"[[116.3406196, 39.8966322], [116.3401891, 39.8966059], [116.3395458, 39.896547]]",12,92.111,4,0,1,0,0,0,0
18802,"[[116.4013763, 39.9854125], [116.401389, 39.9861176]]",4,78.411,3,0,1,0,0,0,0
18804,"[[116.4012389, 39.985426], [116.4012363, 39.9852723], [116.4011781, 39.9816984]]",4,414.523,3,0,1,0,0,0,0
18805,"[[116.3525542, 39.9855988], [116.3575959, 39.9857391]]",12,429.827,4,0,0,0,0,0,0
18806,"[[116.3666359, 39.9859803], [116.3703753, 39.9860603]]",12,318.713,4,0,0,80,0,0,0
18809,"[[116.3703753, 39.9860603], [116.3715515, 39.9861182], [116.3730887, 39.9861631], [116.3781193, 39.986299]]",12,660.338,4,0,1,80,0,0,0
18810,"[[116.401389, 39.9861176], [116.401414, 39.9879373]]",4,202.353,3,0,1,0,0,0,0
18811,"[[116.4012458, 39.9860937], [116.4012389, 39.985426]]",4,74.247,3,0,1,0,0,0,0
18818,"[[116.3811602, 39.9863733], [116.3815287, 39.9863804], [116.3829194, 39.9864312]]",12,150.024,4,0,0,0,0,0,0
18828,"[[116.3963486, 39.9867677], [116.3973232, 39.9868085]]",12,83.157,4,0,0,0,0,0,0
18831,"[[116.3973232, 39.9868085], [116.4000789, 39.9868971], [116.4002821, 39.9869023], [116.4023673, 39.9869816], [116.4025851, 39.9869887], [116.4040694, 39.9870136]]",12,575.237,4,0,1,0,0,0,0
18842,"[[116.4060821, 39.987074], [116.4091793, 39.9871673]]",12,264.074,4,0,0,0,0,0,0
18861,"[[116.401414, 39.9879373], [116.4014173, 39.9886762]]",4,82.163,3,0,1,0,0,0,0
18863,"[[116.4012778, 39.9879411], [116.4012458, 39.9860937]]",4,205.44,3,0,1,0,0,0,0
18864,"[[116.4014173, 39.9886762], [116.4014232, 39.9888857], [116.4014667, 39.9908125]]",4,237.584,3,0,1,0,0,0,0
18872,"[[116.4015442, 39.9948224], [116.4016019, 39.9973845]]",4,284.935,3,0,0,0,0,0,0
18941,"[[116.4793578, 39.9740929], [116.4787717, 39.9744853]]",10,66.318,2,0,0,0,0,0,0
18942,"[[116.4793578, 39.9740929], [116.4799799, 39.97369]]",10,69.406,2,0,0,0,0,0,0
18944,"[[116.4817957, 39.9877783], [116.4767615, 39.9832488], [116.476668, 39.9831707]]",12,673.323,2,0,0,0,0,0,0
18945,"[[116.476668, 39.9831707], [116.4765076, 39.9830347]]",12,20.383,2,0,0,0,0,0,0
18947,"[[116.4765076, 39.9830347], [116.4720069, 39.9789455]]",12,594.816,2,0,0,0,0,0,0
19004,"[[116.4883276, 39.8919866], [116.4840688, 39.8919891]]",4,363.339,4,0,0,0,0,0,0
19091,"[[116.3113997, 39.9746083], [116.31223, 39.9726454]]",4,229.446,3,0,0,0,0,0,0
19102,"[[116.3113571, 39.9747423], [116.3113773, 39.9746788]]",4,7.268,3,0,0,0,0,0,0
19104,"[[116.3113352, 39.9748113], [116.3113571, 39.9747423]]",4,7.896,3,0,0,0,0,0,0
19111,"[[116.3105926, 39.9774053], [116.3106554, 39.9771357]]",4,30.452,3,0,0,0,0,0,0
19142,"[[116.3105965, 39.9795423], [116.3106014, 39.9794722]]",4,7.806,3,0,0,0,0,0,0
19205,"[[116.310461, 39.9813078], [116.3104671, 39.9812305]]",4,8.611,3,0,0,0,0,0,0
19238,"[[116.3103266, 39.9829572], [116.3103938, 39.9821355], [116.3104511, 39.9814804], [116.310461, 39.9813078]]",4,183.766,3,0,0,0,0,0,0
19341,"[[116.3290205, 39.9561685], [116.3292488, 39.9543584]]",8,202.213,3,0,0,0,0,0,0
19344,"[[116.3560331, 39.9439314], [116.3568494, 39.9441616]]",10,74.148,3,0,0,0,0,0,0
19347,"[[116.3744539, 39.9679356], [116.3744747, 39.9681204]]",2,20.625,3,0,0,0,0,0,0
19446,"[[116.3150826, 39.8663876], [116.3151053, 39.8663936], [116.3156727, 39.8664196], [116.3171662, 39.8665118], [116.3193725, 39.8665979], [116.3205532, 39.8665942], [116.3222872, 39.8665888], [116.323591, 39.8666048], [116.3256234, 39.8666062]]",10,900.49,1,0,0,0,0,0,0
19448,"[[116.3149816, 39.8665249], [116.3150967, 39.8665302]]",12,9.841,4,0,0,0,0,0,0
19451,"[[116.3149759, 39.8666668], [116.3118649, 39.8665034]]",12,266.134,4,0,0,0,0,0,0
19454,"[[116.3150834, 39.8666726], [116.3149759, 39.8666668]]",12,9.197,4,0,0,0,0,0,0
19456,"[[116.33385, 39.866838], [116.3320697, 39.8668418], [116.3311465, 39.8671632], [116.3309469, 39.8673387], [116.3308311, 39.8675376], [116.3307116, 39.8706247], [116.3307337, 39.8711718]]",12,692.875,4,0,0,0,0,0,0
19523,"[[116.3143015, 39.9675211], [116.3143643, 39.9673599]]",4,18.707,3,0,0,0,0,0,0
19564,"[[116.345509, 39.9385393], [116.3458561, 39.9385718]]",8,29.813,3,0,0,0,0,0,0
19571,"[[116.3496945, 39.9259356], [116.349724, 39.924747], [116.349729, 39.924543], [116.3497334, 39.9242454]]",8,187.972,2,0,0,0,0,0,0
19609,"[[116.3318933, 39.8961265], [116.3303989, 39.8960654]]",12,127.668,4,0,0,0,0,0,0
19685,"[[116.3525518, 39.8879549], [116.3525553, 39.8878169]]",10,15.348,2,0,0,0,0,0,0
19823,"[[116.4834087, 39.8808695], [116.4834001, 39.8785321]]",8,259.908,3,0,0,0,0,0,0
19827,"[[116.4836295, 39.8813616], [116.48362, 39.8776873]]",12,408.565,4,0,0,0,0,0,0
19833,"[[116.4840557, 39.8818246], [116.4840439, 39.8830156]]",8,132.437,3,0,0,0,0,0,0
19843,"[[116.4837892, 39.8741767], [116.4837926, 39.8742172]]",8,4.513,3,0,0,0,0,0,0
19939,"[[116.3504012, 39.9192222], [116.3503812, 39.9197785]]",8,61.881,2,0,0,0,0,0,0
19951,"[[116.4681939, 39.9742472], [116.4726477, 39.9782416], [116.4730759, 39.9786278], [116.4768399, 39.9820451], [116.478042, 39.9831364], [116.4794155, 39.9843788]]",2,1477.643,3,0,1,0,0,0,0
19961,"[[116.3993788, 39.8882298], [116.3993718, 39.8884272], [116.3994073, 39.8888432], [116.3994756, 39.8893107], [116.3994937, 39.889435]]",10,134.531,2,0,0,0,0,0,0
19991,"[[116.3992648, 39.8882589], [116.3992652, 39.8882118], [116.3992922, 39.8879103], [116.3993536, 39.8874656], [116.3993706, 39.8873535]]",10,101.115,2,0,0,0,0,0,0
20005,"[[116.3212406, 39.9661885], [116.3194905, 39.9661083]]",8,149.414,3,0,0,0,0,0,0
20068,"[[116.4297984, 39.9044804], [116.4297623, 39.9046896]]",12,23.465,3,0,0,0,0,0,0
20081,"[[116.491219, 39.906651], [116.495173, 39.9066175], [116.4957397, 39.9064788]]",2,388.023,3,0,0,0,0,0,0
20285,"[[116.2735893, 39.8706323], [116.2750664, 39.8684378]]",12,274.656,4,0,0,0,0,0,0
20293,"[[116.2832867, 39.8774021], [116.2793223, 39.8766425], [116.2780052, 39.8763367]]",2,466.106,3,0,0,0,0,0,0
20295,"[[116.2847054, 39.8775612], [116.2877012, 39.8781112], [116.2903586, 39.878634], [116.2931502, 39.8791625], [116.2942818, 39.8793843], [116.295519, 39.8796913], [116.2967994, 39.8800773]]",2,1070.298,3,0,1,0,0,0,0
20300,"[[116.2923739, 39.8792683], [116.2917406, 39.8791573], [116.2915065, 39.8791307], [116.2903174, 39.8790007], [116.2900448, 39.8789547]]",10,201.935,1,0,0,0,0,0,0
20302,"[[116.2930986, 39.8792729], [116.2903579, 39.8787468], [116.287716, 39.8782401], [116.2832867, 39.8774021]]",2,862.726,3,0,1,0,0,0,0
20303,"[[116.2967994, 39.8800773], [116.2980993, 39.8805242], [116.2991369, 39.8809306], [116.3005654, 39.8815778]]",2,362.497,3,0,0,0,0,0,0
20307,"[[116.3000421, 39.8812206], [116.2992369, 39.8808402]]",10,80.683,2,0,0,0,0,0,0
20308,"[[116.3000421, 39.8812206], [116.3006263, 39.880465], [116.3013125, 39.8796998], [116.3013913, 39.8794949]]",10,224.736,2,0,0,0,0,0,0
20309,"[[116.3005654, 39.8815778], [116.3031065, 39.8827289], [116.3033741, 39.8828457]]",5,278.055,3,0,1,0,0,0,0
20310,"[[116.3050559, 39.8837753], [116.304146, 39.8833424]]",5,91.349,3,0,1,0,0,0,0
20316,"[[116.3041981, 39.8922053], [116.3041967, 39.8891637], [116.3041986, 39.8887641], [116.3042007, 39.8883281], [116.3042103, 39.8876119], [116.3042288, 39.8862238]]",12,665.126,3,0,0,0,0,0,0
20319,"[[116.3043809, 39.8922077], [116.3043742, 39.8938532], [116.3043727, 39.8942801]]",12,230.441,4,1,0,0,0,0,0
20360,"[[116.2841765, 39.8958119], [116.2799154, 39.8957976], [116.2752328, 39.895793], [116.2739454, 39.8957924]]",12,872.821,3,0,1,0,0,0,0
20361,"[[116.2947746, 39.8958046], [116.2939976, 39.8958029]]",12,66.286,3,0,0,0,0,0,0
20365,"[[116.3000611, 39.8956607], [116.3006322, 39.895671]]",12,48.734,3,0,0,0,0,0,0
20436,"[[116.3503875, 39.8297809], [116.346358, 39.829808], [116.3455732, 39.8298133]]",12,411.12,4,0,0,0,0,0,0
20484,"[[116.4871139, 39.9925829], [116.4838443, 39.9896306], [116.4818924, 39.9878681]]",12,687.552,2,0,0,0,0,0,0
20486,"[[116.4891728, 39.994785], [116.4871139, 39.9925829]]",12,301.199,2,0,0,0,0,0,0
20487,"[[116.489501, 39.9951383], [116.4891728, 39.994785]]",12,48.218,2,0,0,0,0,0,0
20511,"[[116.2691614, 39.9498361], [116.2687436, 39.9468868], [116.2683466, 39.9441928], [116.2682698, 39.9430244], [116.268091, 39.9412697]]",12,957.135,4,0,1,0,0,0,0
20512,"[[116.2694238, 39.9512529], [116.2691614, 39.9498361]]",12,159.121,4,0,0,0,0,0,0
20514,"[[116.269697, 39.9514411], [116.2697801, 39.951953], [116.2699034, 39.9527222], [116.2699522, 39.9532399], [116.2699693, 39.9540474], [116.2698995, 39.9548489], [116.2698359, 39.9553775], [116.2696385, 39.9570185]]",12,622.646,4,0,0,0,0,0,0
20525,"[[116.2694375, 39.9569995], [116.2697091, 39.9548231], [116.2697668, 39.9540624], [116.2697299, 39.9533532], [116.2696674, 39.9526844], [116.2695243, 39.9518617], [116.2694238, 39.9512529]]",12,641.844,4,0,0,0,0,0,0
20526,"[[116.2696385, 39.9570185], [116.2694177, 39.9590277]]",12,224.204,4,0,0,0,0,0,0
20583,"[[116.2676737, 39.9064885], [116.2676797, 39.9062841]]",8,22.734,2,0,0,0,0,0,0
20585,"[[116.2683314, 39.9064914], [116.2683406, 39.9070759]]",8,64.998,2,0,0,0,0,0,0
20675,"[[116.2684256, 39.910596], [116.2685045, 39.9116764]]",8,120.323,2,0,0,0,0,0,0
20741,"[[116.339867, 39.8396473], [116.3398598, 39.8409936], [116.3398496, 39.8413808], [116.3398484, 39.8428529], [116.3398553, 39.8429921], [116.3399514, 39.8447354], [116.3400401, 39.845543], [116.3400743, 39.8458312]]",2,688.266,4,0,1,0,0,0,0
20811,"[[116.3115702, 39.9746749], [116.3115429, 39.9747452]]",4,8.156,3,0,0,0,0,0,0
20817,"[[116.3115158, 39.9748152], [116.3115078, 39.9748442], [116.3113874, 39.9752815], [116.3112642, 39.9755784], [116.3112088, 39.9757628]]",4,108.676,3,0,0,0,0,0,0
20893,"[[116.2939976, 39.8958029], [116.2910609, 39.8958104], [116.2871165, 39.8958072], [116.2841765, 39.8958119]]",12,837.843,3,0,1,0,0,0,0
20964,"[[116.4013902, 39.9935895], [116.4013897, 39.993466]]",4,13.733,3,0,0,0,0,0,0
20966,"[[116.4015312, 39.9935932], [116.4015442, 39.9948224]]",4,136.685,3,0,0,0,0,0,0
20987,"[[116.401457, 39.9974272], [116.4014555, 39.9973571]]",4,7.796,3,0,0,0,0,0,0
21023,"[[116.3910996, 39.9866604], [116.3963486, 39.9867677]]",12,447.358,4,0,0,0,0,0,0
21025,"[[116.3989912, 39.9870674], [116.3978675, 39.9870602]]",12,95.739,4,0,0,0,0,0,0
21032,"[[116.3909565, 39.9868336], [116.3882143, 39.9867348], [116.3878195, 39.9867206], [116.3874738, 39.9867081], [116.3871225, 39.9866958], [116.3829955, 39.9866128]]",12,678.733,4,1,0,0,0,0,0
21151,"[[116.2776872, 39.8483607], [116.2776701, 39.8493669], [116.2775403, 39.8507429], [116.277426, 39.852438], [116.2770514, 39.8564409]]",12,900.288,4,0,1,0,0,0,0
21166,"[[116.2770514, 39.8564409], [116.2770507, 39.8564489], [116.2770043, 39.8569537], [116.2769842, 39.8575047], [116.2770014, 39.8579479], [116.277207, 39.8602045], [116.2773205, 39.8614703]]",12,560.38,4,0,1,0,0,0,0
21203,"[[116.2771237, 39.8654803], [116.2769489, 39.8659198], [116.2766825, 39.8664222], [116.2758611, 39.8676472]]",12,264.606,4,0,0,0,0,0,0
21204,"[[116.2750664, 39.8684378], [116.2753361, 39.8680371]]",12,50.15,4,0,0,0,0,0,0
21209,"[[116.2988117, 39.8656771], [116.2955021, 39.8654407]]",12,283.688,4,0,0,0,0,0,0
21223,"[[116.3318909, 39.896004], [116.3350399, 39.8961693], [116.3376527, 39.8962835], [116.3396015, 39.8964122]]",12,659.394,3,0,1,40,0,0,0
21273,"[[116.2693348, 39.944767], [116.2692337, 39.9449029], [116.2691211, 39.9449937], [116.2689165, 39.9450617], [116.2686054, 39.9451067], [116.2682943, 39.9451163], [116.2681687, 39.9450982], [116.2680616, 39.9450671], [116.26799, 39.9450306], [116.2678676, 39.9449009]]",11,149.657,2,0,0,0,0,0,0
21440,"[[116.4721092, 39.9788809], [116.4766534, 39.9829673]]",12,596.976,2,0,0,0,0,0,0
21441,"[[116.4720069, 39.9789455], [116.4719446, 39.9788921]]",12,7.965,2,0,0,0,0,0,0
21443,"[[116.4818924, 39.9878681], [116.4817957, 39.9877783]]",12,12.945,2,0,0,0,0,0,0
21447,"[[116.4275608, 39.9434586], [116.4275614, 39.9439077]]",12,49.938,3,0,0,0,0,0,0
